order_id,customer_id,order_date,category,state,city,revenue,items,payment_type
ORD00331,C00127,2023-06-28,Books,SP,São Paulo,114.5,3,boleto
ORD00332,C00507,2022-05-29,Beauty,GO,Goiânia,303.05,2,debit_card
ORD00333,C00022,2022-08-24,Toys,SC,Florianópolis,394.1,2,voucher
ORD00334,C00044,2023-04-11,Beauty,RS,Porto Alegre,329.85,3,debit_card
ORD00335,C00609,2023-02-11,Toys,PR,Curitiba,242.28,4,debit_card
ORD00336,C00061,2022-01-19,Books,ES,Vitória,308.03,3,voucher
ORD00337,C00270,2022-12-28,Food & Drink,SP,São Paulo,300.56,3,credit_card
ORD00338,C00078,2022-04-14,Health,RJ,Rio de Janeiro,93.55,2,credit_card
ORD00339,C00340,2022-10-29,Fashion,ES,Vitória,159.48,1,voucher
ORD00340,C00514,2022-08-22,Toys,SP,São Paulo,19.25,1,boleto
ORD00341,C00148,2023-03-13,Home & Garden,BA,Salvador,196.07,3,credit_card
ORD00342,C00155,2022-05-12,Sports,RS,Porto Alegre,315.45,2,debit_card
ORD00343,C00157,2022-06-03,Beauty,SC,Florianópolis,282.81,1,boleto
ORD00344,C00067,2022-02-07,Automotive,RS,Porto Alegre,169.9,3,voucher
ORD00345,C00371,2022-08-09,Food & Drink,PR,Curitiba,238.29,3,voucher
ORD00346,C00412,2023-06-20,Fashion,MG,Belo Horizonte,118.88,4,debit_card
ORD00347,C00031,2022-11-15,Toys,GO,Goiânia,143.68,2,boleto
ORD00348,C00547,2022-04-27,Home & Garden,RS,Porto Alegre,62.12,1,debit_card
ORD00349,C00036,2023-04-26,Sports,SP,São Paulo,245.32,3,debit_card
ORD00350,C00372,2022-04-28,Electronics,SC,Florianópolis,363.9,4,debit_card
ORD00351,C00164,2023-02-03,Books,ES,Vitória,380.87,1,credit_card
ORD00352,C00145,2023-05-15,Fashion,MG,Belo Horizonte,25.09,1,boleto
ORD00353,C00304,2022-09-11,Toys,SP,São Paulo,372.9,3,credit_card
ORD00354,C00624,2023-03-02,Health,MG,Belo Horizonte,160.11,4,credit_card
ORD00355,C00175,2022-02-18,Beauty,RS,Porto Alegre,66.39,4,boleto
ORD00356,C00199,2022-10-22,Electronics,GO,Goiânia,414.2,2,credit_card
ORD00357,C00091,2022-07-01,Automotive,RS,Porto Alegre,267.93,4,credit_card
ORD00358,C00023,2023-02-12,Toys,BA,Salvador,110.09,4,boleto
ORD00359,C00512,2023-02-04,Health,ES,Vitória,314.03,4,credit_card
ORD00360,C00014,2022-08-16,Sports,RJ,Rio de Janeiro,363.98,1,credit_card
ORD00361,C00127,2022-07-15,Books,SC,Florianópolis,361.44,2,voucher
ORD00362,C00757,2022-07-22,Books,PR,Curitiba,35.12,4,voucher
ORD00363,C00477,2022-05-22,Health,PR,Curitiba,113.76,3,debit_card
ORD00364,C00186,2022-11-01,Automotive,PR,Curitiba,249.28,1,credit_card
ORD00365,C00009,2023-03-01,Beauty,RS,Porto Alegre,175.93,1,debit_card
ORD00366,C00229,2022-10-16,Fashion,PE,Recife,223.88,3,boleto
ORD00367,C00253,2022-06-26,Toys,SC,Florianópolis,341.06,2,credit_card
ORD00368,C00735,2023-06-01,Automotive,RJ,Rio de Janeiro,52.56,4,voucher
ORD00369,C00382,2023-03-11,Toys,GO,Goiânia,317.98,2,voucher
ORD00370,C00544,2022-08-31,Books,PR,Curitiba,78.41,3,voucher
ORD00371,C00008,2022-08-02,Food & Drink,PR,Curitiba,268.96,4,voucher
ORD00372,C00181,2023-01-16,Health,PE,Recife,229.82,2,credit_card
ORD00373,C00138,2022-09-11,Electronics,PE,Recife,289.32,2,debit_card
ORD00374,C00181,2023-03-12,Fashion,MG,Belo Horizonte,184.81,3,voucher
ORD00375,C00228,2022-09-25,Food & Drink,ES,Vitória,237.37,1,voucher
ORD00376,C00240,2022-08-26,Health,RS,Porto Alegre,229.76,2,debit_card
ORD00377,C00146,2023-01-22,Fashion,GO,Goiânia,210.21,4,credit_card
ORD00378,C00673,2023-06-04,Beauty,RS,Porto Alegre,322.46,2,boleto
ORD00379,C00048,2023-06-28,Books,SP,São Paulo,175.84,3,credit_card
ORD00380,C00471,2023-06-17,Fashion,RS,Porto Alegre,398.88,2,debit_card
ORD00381,C00052,2022-09-04,Beauty,ES,Vitória,50.82,4,credit_card
ORD00382,C00152,2023-01-17,Home & Garden,ES,Vitória,330.34,2,boleto
ORD00383,C00512,2022-07-30,Automotive,RJ,Rio de Janeiro,331.33,4,credit_card
ORD00384,C00584,2022-08-14,Health,PR,Curitiba,58.48,2,boleto
ORD00385,C00096,2023-02-21,Sports,RJ,Rio de Janeiro,148.96,3,boleto
ORD00386,C00337,2022-11-10,Books,SC,Florianópolis,299.16,4,debit_card
ORD00387,C00051,2022-10-16,Fashion,RJ,Rio de Janeiro,136.24,4,voucher
ORD00388,C00070,2022-02-16,Automotive,RS,Porto Alegre,102.46,4,debit_card
ORD00389,C00137,2022-07-10,Health,ES,Vitória,97.98,3,debit_card
ORD00390,C00014,2023-06-17,Beauty,PR,Curitiba,266.47,2,voucher
ORD00391,C00094,2023-04-05,Automotive,MG,Belo Horizonte,37.75,3,boleto
ORD00392,C00689,2022-04-25,Books,RJ,Rio de Janeiro,187.12,2,boleto
ORD00393,C00256,2023-05-16,Home & Garden,MG,Belo Horizonte,391.07,2,debit_card
ORD00394,C00169,2022-10-08,Health,SC,Florianópolis,122.81,4,credit_card
ORD00395,C00768,2022-03-24,Home & Garden,PE,Recife,284.24,4,voucher
ORD00396,C00756,2022-06-22,Automotive,BA,Salvador,220.08,3,debit_card
ORD00397,C00088,2023-02-02,Beauty,RS,Porto Alegre,52.17,2,credit_card
ORD00398,C00281,2022-11-16,Sports,ES,Vitória,332.45,1,debit_card
ORD00399,C00492,2022-11-30,Sports,RS,Porto Alegre,352.74,2,credit_card
ORD00400,C00352,2022-05-07,Electronics,MG,Belo Horizonte,165.33,2,boleto
ORD00401,C00226,2023-04-14,Beauty,RS,Porto Alegre,99.79,4,credit_card
ORD00402,C00692,2022-07-20,Sports,MG,Belo Horizonte,334.28,4,voucher
ORD00403,C00011,2022-03-06,Books,GO,Goiânia,137.02,4,boleto
ORD00404,C00323,2023-06-11,Health,RS,Porto Alegre,185.7,4,credit_card
ORD00405,C00444,2023-05-20,Sports,BA,Salvador,212.26,4,voucher
ORD00406,C00545,2023-02-10,Home & Garden,SC,Florianópolis,116.13,4,boleto
ORD00407,C00493,2022-12-13,Electronics,GO,Goiânia,362.78,2,boleto
ORD00408,C00019,2022-09-19,Food & Drink,MG,Belo Horizonte,121.57,1,credit_card
ORD00409,C00190,2022-04-03,Home & Garden,GO,Goiânia,195.85,4,credit_card
ORD00410,C00004,2022-02-18,Food & Drink,RS,Porto Alegre,56.59,2,debit_card
ORD00411,C00176,2022-12-07,Health,SC,Florianópolis,373.73,1,voucher
ORD00412,C00046,2023-06-13,Home & Garden,BA,Salvador,236.29,3,credit_card
ORD00413,C00792,2023-05-09,Electronics,GO,Goiânia,248.37,4,voucher
ORD00414,C00406,2023-04-01,Electronics,PE,Recife,535.78,2,credit_card
ORD00415,C00636,2023-06-04,Books,BA,Salvador,30.62,4,boleto
ORD00416,C00154,2022-11-20,Sports,RJ,Rio de Janeiro,50.53,3,voucher
ORD00417,C00681,2022-03-25,Health,MG,Belo Horizonte,151.59,3,boleto
ORD00418,C00376,2022-04-15,Home & Garden,PE,Recife,208.33,3,boleto
ORD00419,C00062,2023-01-12,Home & Garden,RS,Porto Alegre,260.58,1,boleto
ORD00420,C00241,2023-01-22,Food & Drink,RJ,Rio de Janeiro,19.51,2,voucher
ORD00421,C00180,2023-02-23,Books,PE,Recife,365.4,2,credit_card
ORD00422,C00138,2022-05-07,Books,GO,Goiânia,266.13,4,credit_card
ORD00423,C00623,2023-03-14,Sports,MG,Belo Horizonte,44.88,1,credit_card
ORD00424,C00179,2022-01-30,Fashion,MG,Belo Horizonte,188.3,4,debit_card
ORD00425,C00173,2022-02-10,Food & Drink,PE,Recife,157.47,2,voucher
ORD00426,C00427,2023-01-15,Books,RJ,Rio de Janeiro,79.24,1,debit_card
ORD00427,C00018,2022-07-15,Electronics,SP,São Paulo,531.24,3,credit_card
ORD00428,C00375,2022-07-21,Home & Garden,SP,São Paulo,53.99,4,credit_card
ORD00429,C00146,2023-01-27,Sports,GO,Goiânia,395.39,1,debit_card
ORD00430,C00067,2023-01-23,Fashion,PR,Curitiba,102.97,4,debit_card
ORD00431,C00055,2022-03-16,Health,SC,Florianópolis,371.37,3,boleto
ORD00432,C00508,2022-09-19,Beauty,PE,Recife,361.53,1,credit_card
ORD00433,C00150,2022-06-19,Home & Garden,BA,Salvador,185.99,2,voucher
ORD00434,C00781,2022-07-20,Sports,SP,São Paulo,163.42,4,boleto
ORD00435,C00777,2022-03-09,Automotive,SP,São Paulo,219.92,1,boleto
ORD00436,C00607,2023-01-14,Home & Garden,PE,Recife,333.32,1,debit_card
ORD00437,C00209,2023-05-12,Beauty,BA,Salvador,224.76,1,voucher
ORD00438,C00800,2022-10-07,Fashion,RS,Porto Alegre,169.68,1,debit_card
ORD00439,C00131,2022-04-14,Food & Drink,PE,Recife,192.66,3,credit_card
ORD00440,C00016,2023-06-04,Electronics,PR,Curitiba,313.69,3,debit_card
ORD00441,C00312,2022-03-05,Fashion,SC,Florianópolis,220.35,4,boleto
ORD00442,C00260,2023-01-30,Beauty,SP,São Paulo,277.09,1,boleto
ORD00443,C00764,2023-06-08,Home & Garden,MG,Belo Horizonte,212.47,4,voucher
ORD00444,C00115,2022-08-16,Electronics,GO,Goiânia,258.82,3,debit_card
ORD00445,C00293,2023-05-14,Home & Garden,PR,Curitiba,392.58,2,voucher
ORD00446,C00191,2022-12-31,Automotive,GO,Goiânia,343.78,1,credit_card
ORD00447,C00125,2022-05-27,Home & Garden,PR,Curitiba,211.52,2,credit_card
ORD00448,C00481,2022-10-14,Fashion,SC,Florianópolis,279.77,3,debit_card
ORD00449,C00120,2022-11-16,Fashion,ES,Vitória,122.32,4,boleto
ORD00450,C00553,2022-02-26,Home & Garden,MG,Belo Horizonte,92.25,2,credit_card
ORD00451,C00118,2023-05-03,Books,MG,Belo Horizonte,299.08,1,credit_card
ORD00452,C00028,2022-01-01,Food & Drink,GO,Goiânia,311.04,4,credit_card
ORD00453,C00662,2022-05-07,Home & Garden,RJ,Rio de Janeiro,55.2,3,credit_card
ORD00454,C00425,2023-01-19,Toys,MG,Belo Horizonte,226.42,2,voucher
ORD00455,C00003,2022-10-17,Home & Garden,SC,Florianópolis,130.33,4,credit_card
ORD00456,C00611,2023-01-10,Toys,RJ,Rio de Janeiro,43.07,1,voucher
ORD00457,C00085,2022-04-21,Fashion,BA,Salvador,169.5,3,boleto
ORD00458,C00009,2022-01-27,Books,PR,Curitiba,339.26,1,credit_card
ORD00459,C00014,2023-03-13,Home & Garden,PR,Curitiba,175.21,1,boleto
ORD00460,C00667,2022-01-31,Books,PE,Recife,240.56,4,boleto
ORD00461,C00232,2022-06-09,Fashion,RS,Porto Alegre,131.73,3,boleto
ORD00462,C00225,2022-01-30,Books,GO,Goiânia,119.49,3,debit_card
ORD00463,C00054,2022-10-17,Fashion,ES,Vitória,303.23,3,credit_card
ORD00464,C00214,2022-08-29,Health,RJ,Rio de Janeiro,121.33,2,credit_card
ORD00465,C00300,2022-12-09,Food & Drink,ES,Vitória,146.04,4,credit_card
ORD00466,C00718,2022-06-06,Automotive,SP,São Paulo,65.02,1,debit_card
ORD00467,C00287,2023-03-04,Fashion,MG,Belo Horizonte,182.02,1,boleto
ORD00468,C00047,2023-02-25,Books,PE,Recife,232.38,4,debit_card
ORD00469,C00067,2022-06-24,Beauty,PR,Curitiba,386.93,4,debit_card
ORD00470,C00444,2023-03-28,Automotive,PR,Curitiba,198.03,3,voucher
ORD00471,C00020,2022-10-20,Beauty,SC,Florianópolis,383.37,4,voucher
ORD00472,C00184,2022-12-21,Fashion,MG,Belo Horizonte,157.38,4,debit_card
ORD00473,C00167,2022-01-13,Sports,RJ,Rio de Janeiro,96.62,1,boleto
ORD00474,C00477,2023-04-04,Toys,SP,São Paulo,321.55,3,credit_card
ORD00475,C00158,2022-06-11,Food & Drink,BA,Salvador,63.4,3,voucher
ORD00476,C00374,2022-11-22,Beauty,GO,Goiânia,195.24,1,voucher
ORD00477,C00115,2023-06-17,Home & Garden,ES,Vitória,331.97,2,boleto
ORD00478,C00040,2022-02-13,Health,PR,Curitiba,365.76,2,boleto
ORD00479,C00166,2023-02-02,Automotive,MG,Belo Horizonte,170.65,1,voucher
ORD00480,C00107,2022-07-01,Automotive,RS,Porto Alegre,31.04,2,boleto
ORD00481,C00529,2022-04-29,Electronics,GO,Goiânia,91.89,4,debit_card
ORD00482,C00007,2023-05-17,Automotive,RJ,Rio de Janeiro,84.97,3,voucher
ORD00483,C00137,2023-05-16,Books,PE,Recife,100.96,1,boleto
ORD00484,C00001,2022-01-12,Beauty,RS,Porto Alegre,226.13,4,debit_card
ORD00485,C00010,2022-11-03,Food & Drink,SP,São Paulo,248.37,4,voucher
ORD00486,C00160,2022-02-14,Sports,GO,Goiânia,40.29,1,credit_card
ORD00487,C00194,2022-08-14,Books,PE,Recife,239.15,4,credit_card
ORD00488,C00374,2023-03-10,Toys,ES,Vitória,93.92,2,voucher
ORD00489,C00057,2022-07-18,Health,ES,Vitória,315.81,1,debit_card
ORD00490,C00778,2022-09-24,Food & Drink,GO,Goiânia,363.97,3,voucher
ORD00491,C00572,2023-05-06,Sports,SC,Florianópolis,126.84,4,credit_card
ORD00492,C00450,2022-06-08,Fashion,PE,Recife,71.71,1,voucher
ORD00493,C00180,2022-12-27,Toys,SP,São Paulo,383.8,3,boleto
ORD00494,C00142,2022-01-15,Health,PR,Curitiba,385.49,2,boleto
ORD00495,C00184,2023-03-22,Health,MG,Belo Horizonte,78.81,1,voucher
ORD00496,C00678,2023-03-04,Electronics,SP,São Paulo,549.86,1,boleto
ORD00497,C00157,2023-06-07,Toys,ES,Vitória,90.82,3,voucher
ORD00498,C00228,2022-03-31,Beauty,ES,Vitória,368.96,3,debit_card
ORD00499,C00006,2022-06-03,Home & Garden,RJ,Rio de Janeiro,283.85,3,credit_card
ORD00500,C00761,2023-03-26,Food & Drink,PE,Recife,198.61,4,voucher
ORD00501,C00093,2023-05-10,Books,SP,São Paulo,77.64,4,boleto
ORD00502,C00200,2022-04-03,Automotive,PR,Curitiba,18.48,1,voucher
ORD00503,C00263,2023-05-27,Beauty,GO,Goiânia,326.11,4,boleto
ORD00504,C00570,2023-04-01,Toys,PR,Curitiba,109.64,1,debit_card
ORD00505,C00048,2022-06-22,Automotive,SC,Florianópolis,168.17,3,boleto
ORD00506,C00198,2023-05-14,Automotive,BA,Salvador,158.11,4,voucher
ORD00507,C00293,2022-12-25,Electronics,RJ,Rio de Janeiro,555.93,1,voucher
ORD00508,C00167,2022-04-01,Electronics,RJ,Rio de Janeiro,507.31,2,credit_card
ORD00509,C00041,2023-02-08,Health,ES,Vitória,29.99,2,credit_card
ORD00510,C00060,2023-02-05,Food & Drink,ES,Vitória,380.93,1,voucher
ORD00511,C00131,2022-04-09,Home & Garden,MG,Belo Horizonte,70.37,3,debit_card
ORD00512,C00616,2022-11-23,Beauty,PR,Curitiba,308.8,3,boleto
ORD00513,C00200,2022-03-25,Sports,GO,Goiânia,86.66,3,voucher
ORD00514,C00029,2023-05-09,Sports,PE,Recife,377.2,1,credit_card
ORD00515,C00574,2023-01-02,Food & Drink,RS,Porto Alegre,282.04,4,voucher
ORD00516,C00061,2022-01-04,Automotive,SP,São Paulo,222.55,4,voucher
ORD00517,C00718,2022-10-06,Beauty,ES,Vitória,15.0,1,voucher
ORD00518,C00022,2022-11-22,Health,GO,Goiânia,102.06,2,credit_card
ORD00519,C00175,2022-11-13,Home & Garden,SC,Florianópolis,295.8,4,voucher
ORD00520,C00479,2022-02-07,Sports,ES,Vitória,341.64,3,boleto
ORD00521,C00676,2022-11-02,Beauty,ES,Vitória,112.33,3,boleto
ORD00522,C00149,2022-07-04,Toys,RS,Porto Alegre,394.17,4,boleto
ORD00523,C00251,2022-08-01,Food & Drink,SP,São Paulo,161.57,3,debit_card
ORD00524,C00009,2022-07-21,Fashion,ES,Vitória,118.51,4,boleto
ORD00525,C00145,2023-05-20,Sports,ES,Vitória,65.03,1,boleto
ORD00526,C00211,2022-07-10,Sports,SP,São Paulo,374.18,4,boleto
ORD00527,C00073,2022-04-14,Books,SC,Florianópolis,369.58,3,boleto
ORD00528,C00621,2022-06-16,Automotive,SP,São Paulo,26.88,1,credit_card
ORD00529,C00139,2022-03-14,Toys,RS,Porto Alegre,391.73,3,credit_card
ORD00530,C00406,2022-03-17,Books,SP,São Paulo,135.11,2,debit_card
ORD00531,C00544,2022-04-10,Sports,RJ,Rio de Janeiro,21.18,3,voucher
ORD00532,C00005,2023-02-23,Health,SP,São Paulo,388.55,1,debit_card
ORD00533,C00202,2022-11-11,Toys,ES,Vitória,220.7,4,debit_card
ORD00534,C00124,2022-07-12,Toys,GO,Goiânia,84.01,4,boleto
ORD00535,C00743,2023-04-28,Health,ES,Vitória,75.55,4,voucher
ORD00536,C00127,2022-05-31,Toys,MG,Belo Horizonte,208.08,4,debit_card
ORD00537,C00350,2022-07-25,Home & Garden,RJ,Rio de Janeiro,335.64,3,debit_card
ORD00538,C00100,2022-07-29,Food & Drink,SP,São Paulo,226.31,2,credit_card
ORD00539,C00077,2022-11-27,Electronics,SC,Florianópolis,201.05,1,voucher
ORD00540,C00028,2022-03-10,Electronics,RJ,Rio de Janeiro,254.26,3,boleto
ORD00541,C00029,2022-07-16,Books,RS,Porto Alegre,393.09,4,boleto
ORD00542,C00359,2023-01-26,Books,MG,Belo Horizonte,317.33,1,voucher
ORD00543,C00112,2023-02-08,Fashion,PE,Recife,367.17,4,boleto
ORD00544,C00072,2022-07-21,Toys,PE,Recife,58.62,2,credit_card
ORD00545,C00446,2022-03-23,Automotive,SP,São Paulo,148.41,4,debit_card
ORD00546,C00083,2023-01-22,Automotive,MG,Belo Horizonte,118.39,4,voucher
ORD00547,C00763,2022-06-15,Books,BA,Salvador,81.26,3,boleto
ORD00548,C00119,2022-01-20,Toys,RS,Porto Alegre,245.63,4,debit_card
ORD00549,C00265,2023-01-02,Beauty,RJ,Rio de Janeiro,285.96,2,debit_card
ORD00550,C00412,2022-10-10,Electronics,SC,Florianópolis,189.66,4,debit_card
ORD00551,C00001,2023-05-23,Sports,SP,São Paulo,60.07,1,boleto
ORD00552,C00086,2022-03-20,Home & Garden,PR,Curitiba,93.01,2,voucher
ORD00553,C00417,2023-02-18,Electronics,SP,São Paulo,228.85,3,credit_card
ORD00554,C00181,2022-05-17,Electronics,PE,Recife,236.08,1,boleto
ORD00555,C00773,2022-09-19,Electronics,PE,Recife,25.48,2,boleto
ORD00556,C00669,2023-02-23,Beauty,ES,Vitória,182.1,3,voucher
ORD00557,C00469,2023-01-14,Health,MG,Belo Horizonte,241.94,1,debit_card
ORD00558,C00405,2023-01-12,Fashion,RS,Porto Alegre,93.55,3,credit_card
ORD00559,C00021,2022-05-31,Sports,SP,São Paulo,97.55,1,debit_card
ORD00560,C00142,2022-10-23,Fashion,MG,Belo Horizonte,97.91,1,debit_card
ORD00561,C00033,2023-06-12,Books,PE,Recife,355.71,3,debit_card
ORD00562,C00720,2022-06-13,Food & Drink,MG,Belo Horizonte,252.46,1,debit_card
ORD00563,C00149,2023-05-09,Automotive,SC,Florianópolis,322.89,3,credit_card
ORD00564,C00182,2022-07-06,Health,SC,Florianópolis,179.63,4,boleto
ORD00565,C00058,2022-09-09,Fashion,RJ,Rio de Janeiro,207.53,4,debit_card
ORD00566,C00081,2022-07-04,Toys,BA,Salvador,36.63,2,voucher
ORD00567,C00113,2022-07-26,Home & Garden,SC,Florianópolis,267.24,1,boleto
ORD00568,C00045,2022-02-07,Beauty,SP,São Paulo,86.47,1,boleto
ORD00569,C00465,2023-03-31,Sports,MG,Belo Horizonte,57.52,1,credit_card
ORD00570,C00710,2022-07-15,Food & Drink,PE,Recife,221.19,1,credit_card
ORD00571,C00031,2022-11-15,Food & Drink,ES,Vitória,333.82,2,voucher
ORD00572,C00131,2023-01-24,Health,SP,São Paulo,209.67,3,voucher
ORD00573,C00128,2022-04-07,Automotive,SC,Florianópolis,228.05,3,debit_card
ORD00574,C00631,2023-03-01,Health,BA,Salvador,337.59,3,voucher
ORD00575,C00176,2023-02-18,Toys,ES,Vitória,76.74,1,debit_card
ORD00576,C00092,2023-01-07,Books,SP,São Paulo,300.14,1,boleto
ORD00577,C00479,2023-04-30,Fashion,SC,Florianópolis,223.43,2,credit_card
ORD00578,C00479,2022-08-23,Home & Garden,PE,Recife,151.39,4,debit_card
ORD00579,C00330,2022-08-22,Books,BA,Salvador,108.84,3,debit_card
ORD00580,C00088,2022-04-28,Food & Drink,GO,Goiânia,394.7,1,debit_card
ORD00581,C00172,2022-10-16,Home & Garden,MG,Belo Horizonte,283.13,3,boleto
ORD00582,C00082,2023-03-25,Fashion,MG,Belo Horizonte,225.47,1,boleto
ORD00583,C00240,2022-04-03,Electronics,PR,Curitiba,84.17,1,debit_card
ORD00584,C00215,2022-10-09,Beauty,PE,Recife,359.83,3,boleto
ORD00585,C00168,2022-04-13,Electronics,SP,São Paulo,483.09,3,credit_card
ORD00586,C00273,2023-01-22,Beauty,PE,Recife,112.51,1,boleto
ORD00587,C00243,2022-03-14,Electronics,ES,Vitória,492.18,1,debit_card
ORD00588,C00134,2022-12-30,Automotive,BA,Salvador,188.75,3,debit_card
ORD00589,C00194,2023-03-05,Beauty,ES,Vitória,324.36,3,voucher
ORD00590,C00027,2022-07-13,Toys,SC,Florianópolis,164.92,1,voucher
ORD00591,C00618,2022-10-19,Sports,ES,Vitória,392.96,2,boleto
ORD00592,C00565,2022-11-29,Sports,PE,Recife,138.65,3,debit_card
ORD00593,C00150,2022-07-25,Books,RS,Porto Alegre,193.73,4,debit_card
ORD00594,C00140,2022-05-02,Fashion,SP,São Paulo,158.7,3,voucher
ORD00595,C00528,2023-04-27,Automotive,RS,Porto Alegre,310.11,2,boleto
ORD00596,C00503,2023-01-03,Books,PE,Recife,307.02,3,credit_card
ORD00597,C00345,2022-07-30,Books,ES,Vitória,148.58,2,credit_card
ORD00598,C00690,2023-03-18,Books,MG,Belo Horizonte,181.77,2,voucher
ORD00599,C00295,2023-05-05,Toys,PE,Recife,133.16,1,credit_card
ORD00600,C00109,2022-09-24,Food & Drink,GO,Goiânia,135.82,4,credit_card
ORD00601,C00170,2023-01-21,Health,SP,São Paulo,240.1,2,voucher
ORD00602,C00587,2023-01-06,Fashion,SP,São Paulo,119.7,2,credit_card
ORD00603,C00365,2022-08-27,Home & Garden,SP,São Paulo,218.56,4,voucher
ORD00604,C00112,2023-01-13,Sports,BA,Salvador,116.88,3,credit_card
ORD00605,C00534,2022-07-26,Books,BA,Salvador,87.27,4,boleto
ORD00606,C00148,2022-12-06,Food & Drink,SP,São Paulo,193.64,2,boleto
ORD00607,C00667,2023-02-09,Beauty,GO,Goiânia,345.38,4,boleto
ORD00608,C00678,2022-08-05,Food & Drink,GO,Goiânia,298.45,3,voucher
ORD00609,C00591,2022-03-18,Fashion,GO,Goiânia,110.87,2,credit_card
ORD00610,C00799,2022-01-27,Health,MG,Belo Horizonte,399.09,3,debit_card
ORD00611,C00165,2023-02-04,Electronics,MG,Belo Horizonte,33.09,3,credit_card
ORD00612,C00163,2023-05-14,Beauty,MG,Belo Horizonte,21.06,3,boleto
ORD00613,C00448,2022-04-24,Sports,BA,Salvador,337.29,3,boleto
ORD00614,C00727,2022-12-21,Beauty,PR,Curitiba,169.9,3,credit_card
ORD00615,C00789,2022-03-09,Home & Garden,RJ,Rio de Janeiro,287.35,3,credit_card
ORD00616,C00284,2022-10-03,Books,GO,Goiânia,160.96,2,debit_card
ORD00617,C00234,2023-06-24,Beauty,MG,Belo Horizonte,185.58,2,voucher
ORD00618,C00185,2022-04-23,Toys,ES,Vitória,209.04,4,debit_card
ORD00619,C00410,2022-07-08,Books,SC,Florianópolis,158.65,3,debit_card
ORD00620,C00358,2022-10-04,Books,ES,Vitória,263.04,1,credit_card
ORD00621,C00111,2022-07-01,Home & Garden,SP,São Paulo,259.84,4,credit_card
ORD00622,C00183,2023-02-10,Electronics,RJ,Rio de Janeiro,31.32,4,credit_card
ORD00623,C00069,2023-01-10,Food & Drink,SC,Florianópolis,278.99,2,debit_card
ORD00624,C00196,2022-06-05,Fashion,PR,Curitiba,336.01,2,voucher
ORD00625,C00300,2023-03-14,Food & Drink,GO,Goiânia,243.72,4,voucher
ORD00626,C00170,2022-01-29,Electronics,RS,Porto Alegre,495.84,4,boleto
ORD00627,C00202,2023-06-03,Food & Drink,PR,Curitiba,323.03,4,debit_card
ORD00628,C00797,2022-03-14,Sports,PR,Curitiba,360.49,3,debit_card
ORD00629,C00729,2022-09-21,Beauty,RS,Porto Alegre,148.79,1,debit_card
ORD00630,C00581,2022-09-25,Health,MG,Belo Horizonte,227.47,2,boleto
ORD00631,C00085,2022-03-12,Fashion,RS,Porto Alegre,36.26,4,boleto
ORD00632,C00236,2023-04-30,Beauty,ES,Vitória,387.59,4,voucher
ORD00633,C00063,2022-02-25,Food & Drink,GO,Goiânia,64.93,3,voucher
ORD00634,C00142,2022-02-18,Sports,PR,Curitiba,80.49,4,debit_card
ORD00635,C00138,2022-12-04,Food & Drink,GO,Goiânia,46.85,2,debit_card
ORD00636,C00449,2023-01-10,Beauty,SC,Florianópolis,315.51,4,boleto
ORD00637,C00002,2022-12-21,Books,SP,São Paulo,185.07,3,debit_card
ORD00638,C00587,2023-05-05,Health,PR,Curitiba,176.16,1,boleto
ORD00639,C00290,2022-03-30,Home & Garden,GO,Goiânia,270.72,2,debit_card
ORD00640,C00609,2023-05-18,Electronics,ES,Vitória,527.89,2,debit_card
ORD00641,C00189,2022-03-23,Automotive,SC,Florianópolis,337.72,3,credit_card
ORD00642,C00560,2022-08-15,Books,BA,Salvador,189.79,1,voucher
ORD00643,C00079,2023-05-03,Electronics,SP,São Paulo,115.59,3,credit_card
ORD00644,C00196,2022-07-07,Toys,RS,Porto Alegre,388.54,4,credit_card
ORD00645,C00057,2022-07-06,Toys,GO,Goiânia,86.33,2,debit_card
ORD00646,C00197,2023-02-16,Toys,RJ,Rio de Janeiro,362.73,4,credit_card
ORD00647,C00764,2023-02-26,Food & Drink,ES,Vitória,317.47,4,debit_card
ORD00648,C00673,2023-01-22,Electronics,PR,Curitiba,115.39,1,debit_card
ORD00649,C00088,2022-10-14,Health,RS,Porto Alegre,111.12,2,voucher
ORD00650,C00349,2023-06-09,Health,RJ,Rio de Janeiro,35.6,4,credit_card
ORD00651,C00061,2022-12-03,Electronics,SP,São Paulo,210.31,1,voucher
ORD00652,C00095,2022-02-27,Books,GO,Goiânia,94.9,2,debit_card
ORD00653,C00187,2022-08-17,Automotive,BA,Salvador,202.6,2,debit_card
ORD00654,C00800,2022-10-13,Fashion,RJ,Rio de Janeiro,80.72,1,boleto
ORD00655,C00339,2023-04-12,Automotive,RS,Porto Alegre,211.29,3,credit_card
ORD00656,C00352,2023-04-16,Electronics,ES,Vitória,257.18,2,debit_card
ORD00657,C00556,2022-01-01,Fashion,ES,Vitória,144.36,4,credit_card
ORD00658,C00045,2022-08-25,Automotive,GO,Goiânia,123.2,2,voucher
ORD00659,C00333,2022-11-17,Health,MG,Belo Horizonte,304.05,3,debit_card
ORD00660,C00085,2022-09-30,Health,PR,Curitiba,232.83,3,voucher
ORD00661,C00147,2023-01-25,Toys,PR,Curitiba,303.53,3,boleto
ORD00662,C00114,2022-08-21,Home & Garden,GO,Goiânia,26.59,3,boleto
